source_wave,source_task,source_call_id,problem,direction,model,variant,sample,seed,temperature,reasoning,response_id,finish_reason,warm_accepted,warm_timed_out,warm_duration_ms,warm_message_count,prompt_tokens,completion_tokens,total_tokens,cost_usd,latency_ms,candidate_sha256,error
wave_a,stage3v1-breadth-p09_imo1964-r1-c1,38ff55b25e404bd99f44bfc0b74b9dbf,p09_imo1964,qwen/qwen3.5-flash-02-23 -> openai/gpt-oss-120b,openai/gpt-oss-120b,without_packet,2,1729,0.2,"{""effort"": ""medium""}",gen-1788436606-xpROyfvzFHxHstECKRb1,length,False,False,87,2,2799,12000,14799,0.002143563,298475,f154e972c608d5d1a5c328616ccddd7ad4be5bd7cfcf4185bd9e7691699b3576,
wave_a,stage3v1-breadth-p08_sum_products-r1-c2,39d2f9d22e8f4570b6af9c1c3c0c3c8d,p08_sum_products,openai/gpt-oss-120b -> qwen/qwen3.5-flash-02-23,qwen/qwen3.5-flash-02-23,with_packet,1,1729,0.2,"{""effort"": ""medium""}",gen-1788439034-WAP2NLe5oCQDmyAGIev2,stop,True,False,3788,3,1579,1347,2926,0.000452855,10770,c1dbd5b46c7e27cfc99e357b55e64b530a1f1a675b4b1490bbab88d0b5750da3,
wave_a,stage3v1-breadth-p08_sum_products-r1-c2,39d2f9d22e8f4570b6af9c1c3c0c3c8d,p08_sum_products,openai/gpt-oss-120b -> qwen/qwen3.5-flash-02-23,qwen/qwen3.5-flash-02-23,with_packet,2,1729,0.2,"{""effort"": ""medium""}",gen-1788439044-pv8RuEeqByFYgre7kTwm,stop,True,False,3098,3,1579,1213,2792,0.000418015,9791,ef532a8bd3beb264974a3318ea822c21d750d0bcb9ad2e0387ba522312b393da,
wave_a,stage3v1-breadth-p08_sum_products-r1-c2,39d2f9d22e8f4570b6af9c1c3c0c3c8d,p08_sum_products,openai/gpt-oss-120b -> qwen/qwen3.5-flash-02-23,qwen/qwen3.5-flash-02-23,without_packet,1,1729,0.2,"{""effort"": ""medium""}",gen-1788439054-46rq8sZfOlu9c7xu8RJO,stop,True,False,4855,3,1342,1221,2563,0.00040469,11596,4fb66409b1ff2ce07e16456bc7200a6427012cd458da949756192a3969e0683e,
wave_a,stage3v1-breadth-p08_sum_products-r1-c2,39d2f9d22e8f4570b6af9c1c3c0c3c8d,p08_sum_products,openai/gpt-oss-120b -> qwen/qwen3.5-flash-02-23,qwen/qwen3.5-flash-02-23,without_packet,2,1729,0.2,"{""effort"": ""medium""}",gen-1788439055-xSTAydR5L9qRo2tuqknd,stop,True,False,3341,3,1342,951,2293,0.00033449,9086,9b02c7d70c13b11409fe7370b4f2330369a784177f09286e0f2ae291a32a9440,
wave_a,stage3v1-breadth-p08_sum_products-r1-c2,3e8edf7b411b4e65adc125522a7c2cb3,p08_sum_products,qwen/qwen3.5-flash-02-23 -> openai/gpt-oss-120b,openai/gpt-oss-120b,with_packet,1,1729,0.2,"{""effort"": ""medium""}",gen-1788437650-9Wy1QYI7jEZl3PrJaEve,stop,False,False,5539,2,1049,6498,7547,0.00113613,156536,744b94dd227ed8da404a8f7d3b33e76409a18272e9fdedb71d3c6a0567bab436,
wave_a,stage3v1-breadth-p08_sum_products-r1-c2,3e8edf7b411b4e65adc125522a7c2cb3,p08_sum_products,qwen/qwen3.5-flash-02-23 -> openai/gpt-oss-120b,openai/gpt-oss-120b,with_packet,2,1729,0.2,"{""effort"": ""medium""}",gen-1788437653-K1IT63kddM7H9Z5hI7nJ,stop,False,False,1813,2,1048,2632,3680,0.0007104,38842,0a0fe59c183d82381ab4360ad48ead7e64c744c3f0ffde4703486ed3bdf9e0ac,
wave_a,stage3v1-breadth-p08_sum_products-r1-c2,3e8edf7b411b4e65adc125522a7c2cb3,p08_sum_products,qwen/qwen3.5-flash-02-23 -> openai/gpt-oss-120b,openai/gpt-oss-120b,without_packet,1,1729,0.2,"{""effort"": ""medium""}",gen-1788437655-AqATZYLs8Jsqlwqy8Aew,stop,False,False,3172,5,555,3895,4450,0.000682685,93221,99c93fdd6a2782e75ab39d00aa5045b1b0662c3c7345ed961106f7fc51f31399,
wave_a,stage3v1-breadth-p08_sum_products-r1-c2,3e8edf7b411b4e65adc125522a7c2cb3,p08_sum_products,qwen/qwen3.5-flash-02-23 -> openai/gpt-oss-120b,openai/gpt-oss-120b,without_packet,2,1729,0.2,"{""effort"": ""medium""}",gen-1788437692-4vr2OuFbWfJOQaiI0A1C,stop,False,False,1011,1,568,3479,4047,0.00060847,89486,a2aabd44868d436a4dcf00c151a8f5d38e1aecd5fd5f47f9e1c8b82e7cb1c753,
wave_a,stage3v1-core-p06_pow_mod-r2-c2,44a1eaa82550446fa15153ed880b7a20,p06_pow_mod,qwen/qwen3.5-flash-02-23 -> openai/gpt-oss-120b,openai/gpt-oss-120b,with_packet,1,2718,0.2,"{""effort"": ""medium""}",gen-1788436193-Q3NkoVmAs4vfQENjMFBg,stop,False,False,31,2,1022,889,1911,0.00018179,21705,cfeaa836b01f2b3a88622dd6412f8db4f4595ee7f8a636df8c5ab886964440e2,
wave_a,stage3v1-core-p06_pow_mod-r2-c2,44a1eaa82550446fa15153ed880b7a20,p06_pow_mod,qwen/qwen3.5-flash-02-23 -> openai/gpt-oss-120b,openai/gpt-oss-120b,with_packet,2,2718,0.2,"{""effort"": ""medium""}",gen-1788436200-14pqURxsW40MCQt6gve3,stop,True,False,62,0,1022,1474,2496,0.00028124,30878,306fa4ee702f4b795b89f6e943871704f0e5c240efea55cc350575cec5a33af1,
wave_a,stage3v1-core-p06_pow_mod-r2-c2,44a1eaa82550446fa15153ed880b7a20,p06_pow_mod,qwen/qwen3.5-flash-02-23 -> openai/gpt-oss-120b,openai/gpt-oss-120b,without_packet,1,2718,0.2,"{""effort"": ""medium""}",gen-1788436201-QwOSLLUh2TgNBTLRQEKU,stop,False,False,41,2,455,1012,1467,0.00018569,22524,8f0a6e2d28cdbe28150ba7329a9589eb11a760ab87c8789d368aea3be9b77477,
wave_a,stage3v1-core-p06_pow_mod-r2-c2,44a1eaa82550446fa15153ed880b7a20,p06_pow_mod,qwen/qwen3.5-flash-02-23 -> openai/gpt-oss-120b,openai/gpt-oss-120b,without_packet,2,2718,0.2,"{""effort"": ""medium""}",gen-1788436203-EP6jEmZZqtDRU4EO0bbN,stop,False,False,73,2,455,760,1215,0.00014285,18715,67d196663074eac895113bb2e0d5b5350f781db838da79534f653bcc78604ddd,
wave_a,stage3v1-core-p06_pow_mod-r2-c2,47237b854ed042e9aee18a7e8e7b16f0,p06_pow_mod,openai/gpt-oss-120b -> qwen/qwen3.5-flash-02-23,qwen/qwen3.5-flash-02-23,with_packet,1,2718,0.2,"{""effort"": ""medium""}",gen-1788436181-2samJr6GIxlZsiCPjwKr,stop,False,False,485,2,701,1132,1833,0.000339885,6618,b992f448cc9c9eafd11e15ab45761666d9d768769a8c558679fe478f028a9b3c,
wave_a,stage3v1-core-p06_pow_mod-r2-c2,47237b854ed042e9aee18a7e8e7b16f0,p06_pow_mod,openai/gpt-oss-120b -> qwen/qwen3.5-flash-02-23,qwen/qwen3.5-flash-02-23,with_packet,2,2718,0.2,"{""effort"": ""medium""}",gen-1788436188-YGtXFvxBVhRC9E0OXlei,stop,True,False,257,4,701,885,1586,0.000275665,4968,0ccc60881bce5c169a0b8aa8b484e0da46a033e66cb0f89476594a7f4456e36e,
wave_a,stage3v1-core-p06_pow_mod-r2-c2,47237b854ed042e9aee18a7e8e7b16f0,p06_pow_mod,openai/gpt-oss-120b -> qwen/qwen3.5-flash-02-23,qwen/qwen3.5-flash-02-23,without_packet,1,2718,0.2,"{""effort"": ""medium""}",gen-1788436192-eJVFBxRKxpHopDxL16Bm,stop,True,False,812,2,533,1482,2015,0.000419965,8287,8442dcc2082a660e907f30c6c4f5419d0d39532585571662b8cbd988eb88ed0c,
wave_a,stage3v1-core-p06_pow_mod-r2-c2,47237b854ed042e9aee18a7e8e7b16f0,p06_pow_mod,openai/gpt-oss-120b -> qwen/qwen3.5-flash-02-23,qwen/qwen3.5-flash-02-23,without_packet,2,2718,0.2,"{""effort"": ""medium""}",gen-1788436193-NH7LUlCvuKVm6Q7aibjn,stop,True,False,1640,1,533,1238,1771,0.000356525,8227,43c29de1273bea950390a0a84887468e94fb1a9d48126b8d45d3bc3fd1d34737,
wave_a,stage3v1-core-putnam_2020_a2-r1-c2,4864ca6c81d742e7bfffcdac451f888c,putnam_2020_a2,qwen/qwen3.5-flash-02-23 -> openai/gpt-oss-120b,openai/gpt-oss-120b,with_packet,1,1729,0.2,"{""effort"": ""medium""}",gen-1788439962-bETOS5TD1tHglSMegqUi,stop,False,False,100,2,1818,2296,4114,0.000457586,68159,30a847d1bb97c32253dc676412c260be0b61c0073f8e4ff9a550971c6a564df6,
wave_a,stage3v1-core-putnam_2020_a2-r1-c2,4864ca6c81d742e7bfffcdac451f888c,putnam_2020_a2,qwen/qwen3.5-flash-02-23 -> openai/gpt-oss-120b,openai/gpt-oss-120b,with_packet,2,1729,0.2,"{""effort"": ""medium""}",gen-1788439963-fGtPU1lZp1C6y6dn1G1S,stop,False,False,55,2,1830,2825,4655,0.00079775,17196,15f1fbd2e46c2d5b3cec348e90dcc02972d1452d7790b3dc209500369d29f18b,
wave_a,stage3v1-core-putnam_2020_a2-r1-c2,4864ca6c81d742e7bfffcdac451f888c,putnam_2020_a2,qwen/qwen3.5-flash-02-23 -> openai/gpt-oss-120b,openai/gpt-oss-120b,without_packet,1,1729,0.2,"{""effort"": ""medium""}",gen-1788439980-3enCM8IhoUCYXvk0cPQ8,stop,False,False,35,2,1124,3363,4487,0.00060543,162590,3d762bd1d2eb95972861ccac4356e021f43a817ffce9aa8e7d914e8615d1a452,
wave_a,stage3v1-core-putnam_2020_a2-r1-c2,4864ca6c81d742e7bfffcdac451f888c,putnam_2020_a2,qwen/qwen3.5-flash-02-23 -> openai/gpt-oss-120b,openai/gpt-oss-120b,without_packet,2,1729,0.2,"{""effort"": ""medium""}",gen-1788440030-OUAiGBnlRWBrMZXH5BpG,stop,False,False,34,2,1124,5727,6851,0.00293,128099,ea17be27ab93d19177792e9a26b8615abc36ccb19065458ca45900f83c4d7d68,
wave_a,stage3v1-breadth-p01_linear-r1-c2,4a27a65d908d4397979d72784241a381,p01_linear,qwen/qwen3.5-flash-02-23 -> openai/gpt-oss-120b,openai/gpt-oss-120b,with_packet,1,1729,0.2,"{""effort"": ""medium""}",gen-1788435985-Lr7Tn4ogE64Xzb0Hr1NQ,stop,True,False,298,0,882,502,1384,0.0002601,4587,974ef50cd1b6521d4f9244a829ac8d1e780e618f64736e0bf3c9caa3c1873615,
wave_a,stage3v1-breadth-p01_linear-r1-c2,4a27a65d908d4397979d72784241a381,p01_linear,qwen/qwen3.5-flash-02-23 -> openai/gpt-oss-120b,openai/gpt-oss-120b,with_packet,2,1729,0.2,"{""effort"": ""medium""}",gen-1788435990-P90g2ZAPwrXT2XUl4izV,stop,True,False,27398,0,899,1340,2239,0.00056331,66693,974ef50cd1b6521d4f9244a829ac8d1e780e618f64736e0bf3c9caa3c1873615,
wave_a,stage3v1-breadth-p01_linear-r1-c2,4a27a65d908d4397979d72784241a381,p01_linear,qwen/qwen3.5-flash-02-23 -> openai/gpt-oss-120b,openai/gpt-oss-120b,without_packet,1,1729,0.2,"{""effort"": ""medium""}",gen-1788436036-r3BmbOWVSAMLmNYhGnTJ,stop,True,False,343,0,653,1844,2497,0.000337641,44007,974ef50cd1b6521d4f9244a829ac8d1e780e618f64736e0bf3c9caa3c1873615,
wave_a,stage3v1-breadth-p01_linear-r1-c2,4a27a65d908d4397979d72784241a381,p01_linear,qwen/qwen3.5-flash-02-23 -> openai/gpt-oss-120b,openai/gpt-oss-120b,without_packet,2,1729,0.2,"{""effort"": ""medium""}",gen-1788436057-xdwHG98co1c3czPVoeDq,stop,True,False,317,0,653,705,1358,0.000144011,16785,974ef50cd1b6521d4f9244a829ac8d1e780e618f64736e0bf3c9caa3c1873615,
wave_a,stage3v1-core-p03_sq_ge_two_ab-r1-c2,4aa6e8fcaa964d1591f49869c9bcd15d,p03_sq_ge_two_ab,qwen/qwen3.5-flash-02-23 -> openai/gpt-oss-120b,openai/gpt-oss-120b,with_packet,1,1729,0.2,"{""effort"": ""medium""}",gen-1788437466-K2lL9RsmB8FOQ7xEO5ob,stop,True,False,1400,0,863,3482,4345,0.00091365,54276,86d86f610ef839e139f428970b73273f25fab3878ffda53cc0cc925d6edf24a1,
wave_a,stage3v1-core-p03_sq_ge_two_ab-r1-c2,4aa6e8fcaa964d1591f49869c9bcd15d,p03_sq_ge_two_ab,qwen/qwen3.5-flash-02-23 -> openai/gpt-oss-120b,openai/gpt-oss-120b,with_packet,2,1729,0.2,"{""effort"": ""medium""}",gen-1788437466-LQCd3ySbA8VC54Df61gp,stop,True,False,564,0,863,2814,3677,0.00050427,43793,8ad43ecbbbeee913d21a8383edb248d348df6ccc16955bf915f9569c0ded3487,
wave_a,stage3v1-core-p03_sq_ge_two_ab-r1-c2,4aa6e8fcaa964d1591f49869c9bcd15d,p03_sq_ge_two_ab,qwen/qwen3.5-flash-02-23 -> openai/gpt-oss-120b,openai/gpt-oss-120b,without_packet,1,1729,0.2,"{""effort"": ""medium""}",gen-1788437473-gHelyaVzNYr6sWDDQbwH,stop,True,False,527,0,522,935,1457,0.00017461,23182,eab7caab4f0d97cc791950a58686defaf6c1466dc123864d3161e2da8c684ddd,
wave_a,stage3v1-core-p03_sq_ge_two_ab-r1-c2,4aa6e8fcaa964d1591f49869c9bcd15d,p03_sq_ge_two_ab,qwen/qwen3.5-flash-02-23 -> openai/gpt-oss-120b,openai/gpt-oss-120b,without_packet,2,1729,0.2,"{""effort"": ""medium""}",gen-1788437491-fIK4bEBwrXrxZBGuZ1Mt,stop,True,False,2224,0,521,1905,2426,0.0005023,24324,254435cd420f9290aed618162a3cae579758f123dc47c5553457cb0b424ffc1e,
wave_a,stage3v1-core-p07_least_divisible-r3-c2,4eeebcb3c4c84138bc006dca9bec79d1,p07_least_divisible,qwen/qwen3.5-flash-02-23 -> openai/gpt-oss-120b,openai/gpt-oss-120b,with_packet,1,3141,0.2,"{""effort"": ""medium""}",gen-1788438971-BUVz03yolfjwutfbQ5WD,stop,False,False,453,3,3357,2408,5765,0.00051007,63018,34c6838ab0c013e34decdf94774fb2468721f059049f85467abaa29e1e70eb85,
